measurement_id,compound_id,compound_label,descriptor,smiles,smiles_source,smiles_note,source_short,source_journal,source_year,source_doi,source_title,target_raw,target_std,assay_category,assay_subtype,value_raw,unit_raw,value_std,unit_std,censor,table_ref,note,conflict_flag
247,Dolle2009_BMCL__8,8,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR/KOR,MOR/KOR,selectivity_ratio,Ki(MOR)/Ki(KOR),3.1,ratio,3.1,ratio,,Table 1,,
248,Dolle2009_BMCL__8,8,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
249,Dolle2009_BMCL__8,8,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
250,Dolle2009_BMCL__9,9,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,binding_affinity,Ki (radioligand binding),28,nM,28.0,nM,,Table 1,,
251,Dolle2009_BMCL__9,9,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,binding_affinity,Ki (radioligand binding),210,nM,210.0,nM,,Table 1,,
252,Dolle2009_BMCL__9,9,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",DOR,DOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
253,Dolle2009_BMCL__9,9,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR/KOR,MOR/KOR,selectivity_ratio,Ki(MOR)/Ki(KOR),7.5,ratio,7.5,ratio,,Table 1,,
254,Dolle2009_BMCL__9,9,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
255,Dolle2009_BMCL__9,9,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
256,Dolle2009_BMCL__10,10,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,binding_affinity,Ki (radioligand binding),21,nM,21.0,nM,,Table 1,,
257,Dolle2009_BMCL__10,10,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,binding_affinity,Ki (radioligand binding),48,nM,48.0,nM,,Table 1,,
258,Dolle2009_BMCL__10,10,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",DOR,DOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
259,Dolle2009_BMCL__10,10,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR/KOR,MOR/KOR,selectivity_ratio,Ki(MOR)/Ki(KOR),2.3,ratio,2.3,ratio,,Table 1,,
260,Dolle2009_BMCL__10,10,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
261,Dolle2009_BMCL__10,10,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
262,Dolle2009_BMCL__11,11,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,binding_affinity,Ki (radioligand binding),1300,nM,1300.0,nM,,Table 1,,
263,Dolle2009_BMCL__11,11,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,binding_affinity,Ki (radioligand binding),2200,nM,2200.0,nM,,Table 1,,
264,Dolle2009_BMCL__11,11,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",DOR,DOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
265,Dolle2009_BMCL__11,11,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR/KOR,MOR/KOR,selectivity_ratio,Ki(MOR)/Ki(KOR),1.7,ratio,1.7,ratio,,Table 1,,
266,Dolle2009_BMCL__11,11,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
267,Dolle2009_BMCL__11,11,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
268,Dolle2009_BMCL__12,12,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,binding_affinity,Ki (radioligand binding),5.2,nM,5.2,nM,,Table 1,,
269,Dolle2009_BMCL__12,12,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,binding_affinity,Ki (radioligand binding),22,nM,22.0,nM,,Table 1,,
270,Dolle2009_BMCL__12,12,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",DOR,DOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
271,Dolle2009_BMCL__12,12,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR/KOR,MOR/KOR,selectivity_ratio,Ki(MOR)/Ki(KOR),4.2,ratio,4.2,ratio,,Table 1,,
272,Dolle2009_BMCL__12,12,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,functional_potency,35S-GTPgammaS antagonist IC50,5.0,nM,5.0,nM,,Table 1,,
273,Dolle2009_BMCL__12,12,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,functional_potency,35S-GTPgammaS antagonist IC50,48,nM,48.0,nM,,Table 1,,
274,Dolle2009_BMCL__13,13,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,binding_affinity,Ki (radioligand binding),270,nM,270.0,nM,,Table 1,,
275,Dolle2009_BMCL__13,13,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,binding_affinity,Ki (radioligand binding),770,nM,770.0,nM,,Table 1,,
276,Dolle2009_BMCL__13,13,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",DOR,DOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
277,Dolle2009_BMCL__13,13,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR/KOR,MOR/KOR,selectivity_ratio,Ki(MOR)/Ki(KOR),2.8,ratio,2.8,ratio,,Table 1,,
278,Dolle2009_BMCL__13,13,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
279,Dolle2009_BMCL__13,13,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
280,Dolle2009_BMCL__14,14,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
281,Dolle2009_BMCL__14,14,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
282,Dolle2009_BMCL__14,14,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",DOR,DOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
283,Dolle2009_BMCL__14,14,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
284,Dolle2009_BMCL__14,14,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
285,Dolle2009_BMCL__15,15,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
286,Dolle2009_BMCL__15,15,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
287,Dolle2009_BMCL__15,15,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",DOR,DOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
288,Dolle2009_BMCL__15,15,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
289,Dolle2009_BMCL__15,15,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
290,Dolle2009_BMCL__16,16,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
291,Dolle2009_BMCL__16,16,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,binding_affinity,Ki (radioligand binding),340,nM,340.0,nM,,Table 1,,
292,Dolle2009_BMCL__16,16,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",DOR,DOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
293,Dolle2009_BMCL__16,16,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
294,Dolle2009_BMCL__16,16,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
295,Dolle2009_BMCL__17,17,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
296,Dolle2009_BMCL__17,17,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,binding_affinity,Ki (radioligand binding),360,nM,360.0,nM,,Table 1,,
297,Dolle2009_BMCL__17,17,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",DOR,DOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
298,Dolle2009_BMCL__17,17,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
299,Dolle2009_BMCL__17,17,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,functional_potency,35S-GTPgammaS antagonist IC50,nd,nM,,nM,not_determined,Table 1,Reported as 'nd' in the source paper.,
300,Dolle2009_BMCL__18,18,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",KOR,KOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
301,Dolle2009_BMCL__18,18,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Dolle2009_BMCL,Bioorganic&MedicinalChemistryLetters,2009,10.1016/j.bmcl.2009.04.105,"Nascent structure–activity relationship study of a diastereomeric series of kappa opioid receptor antagonists derived from CJ-15,208",MOR,MOR,binding_affinity,Ki (radioligand binding),>1000,nM,1000.0,nM,above,Table 1,Source paper reports only a lower bound ('>1000'); true value is greater than 1000.0 nM.,
